CommonID;SectorName;Style;TextRUSingle;TextRUPrular;TextENSingle;TextENPrular;TextUASingle;TextUAPrular
PRD00036;productDetails;official;Изменить PIN;;Change PIN;;Змінити PIN;
PRD00036;productDetails;dude;Изменить PIN;;Change PIN;;Змінити PIN;
PRD00037;productDetails;common;Не разрешено;;Not allowed;;Не дозволено;
PRD00037;productDetails;official;Не разрешено;;Not allowed;;Не дозволено;
PRD00037;productDetails;dude;Не разрешено;;Not allowed;;Не дозволено;
PRD00038;productDetails;official;Дата заключения договора;;Date of conclusion of the contract;;Дата укладення договору;
PRD00038;productDetails;common;Дата заключения договора;;Date of conclusion of the contract;;Дата укладення договору;
PRD00038;productDetails;dude;Дата заключения договора;;Date of conclusion of the contract;;Дата укладення договору;
PRD00039;productDetails;official;Доступный баланс;;Available balance;;Доступний баланс;
PRD00039;productDetails;common;Доступный баланс;;Available balance;;Доступний баланс;
PRD00039;productDetails;dude;Доступный баланс;;Available balance;;Доступний баланс;
PRD00040;productDetails;official;Доступные документы;;Available documents;;Доступні документи;
PRD00040;productDetails;dude;Доступные документы;;Available documents;;Доступні документи;
PRD00040;productDetails;common;Доступные документы;;Available documents;;Доступні документи;
PRD00041;productDetails;official;Доступный баланс;;Available balance;;Доступний баланс;
PRD00041;productDetails;dude;Доступный баланс;;Available balance;;Доступний баланс;
PRD00041;productDetails;common;Доступный баланс;;Available balance;;Доступний баланс;
PRD00042;productDetails;official;Выплата процентов;;Payment of interest;;Виплата процентів;
PRD00042;productDetails;common;Выплата процентов;;Payment of interest;;Виплата процентів;
PRD00042;productDetails;dude;Выплата процентов;;Payment of interest;;Виплата процентів;
PRD00043;productDetails;dude;Полное название;;Full name;;Повна назва;
PRD00043;productDetails;common;Полное название;;Full name;;Повна назва;
PRD00043;productDetails;official;Полное название;;Full name;;Повна назва;
PRD00044;productDetails;common;Не отображается на рабочем столе;;Not displayed on the desktop;;Не відображається на рабочому столі;
PRD00044;productDetails;official;Не отображается на рабочем столе;;Not displayed on the desktop;;Не відображається на рабочому столі;
PRD00044;productDetails;dude;Не отображается на рабочем столе;;Not displayed on the desktop;;Не відображається на рабочому столі;
PRD00045;productDetails;dude;Сумма начисленных процентов за текущий период до налогообложения;;The sum of insured interest for the valid period before the withdrawal;;Сума нарахованих процентів за поточний період до оподаткування;
PRD00045;productDetails;official;Сумма начисленных процентов за текущий период до налогообложения;;The sum of insured interest for the valid period before the withdrawal;;Сума нарахованих процентів за поточний період до оподаткування;
PRD00045;productDetails;common;Сумма начисленных процентов за текущий период до налогообложения;;The sum of insured interest for the valid period before the withdrawal;;Сума нарахованих процентів за поточний період до оподаткування;
PRD00046;productDetails;official;Дата окончания депозита;;Deposit expiry date;;Дата закінчення депозиту;
PRD00046;productDetails;dude;Дата окончания депозита;;Deposit expiry date;;Дата закінчення депозиту;
PRD00046;productDetails;common;Дата окончания депозита;;Deposit expiry date;;Дата закінчення депозиту;
PRD00047;productDetails;dude;Общая информация;;General information;;Загальна інформація;
PRD00047;productDetails;common;Общая информация;;General information;;Загальна інформація;
PRD00047;productDetails;official;Общая информация;;General information;;Загальна інформація;
PRD00048;productDetails;dude;Заблокована;;Заблокована;;Заблокована;
PRD00048;productDetails;official;Заблокована;;Заблокована;;Заблокована;
PRD00048;productDetails;common;Заблокована;;Заблокована;;Заблокована;
PRD00049;productDetails;common;Поделиться;;Share;;Поділитися;
PRD00049;productDetails;official;Поделиться;;Share;;Поділитися;
PRD00049;productDetails;dude;Поделиться;;Share;;Поділитися;
PRD00050;productDetails;dude;Редактирование счета;;Account editing;;Редагування счета;
PRD00050;productDetails;common;Редактирование счета;;Account editing;;Редагування счета;
PRD00050;productDetails;official;Редактирование счета;;Account editing;;Редагування счета;
PRD00051;productDetails;official;Карточный счет;;Card account;;Картковий рахунок;
PRD00051;productDetails;dude;Карточный счет;;Card account;;Картковий рахунок;
PRD00051;productDetails;common;Карточный счет;;Card account;;Картковий рахунок;
PRD00052;productDetails;common;Установить кодовое слово;;Set the code word;;Встановити кодове слово;
PRD00052;productDetails;official;Установить кодовое слово;;Set the code word;;Встановити кодове слово;
PRD00052;productDetails;dude;Установить кодовое слово;;Set the code word;;Встановити кодове слово;
PRD00053;productDetails;dude;Процентная ставка, годовых;;Interest rate, per annum;;Процентна ставка, річних;
PRD00053;productDetails;official;Процентная ставка, годовых;;Interest rate, per annum;;Процентна ставка, річних;
PRD00053;productDetails;common;Процентная ставка, годовых;;Interest rate, per annum;;Процентна ставка, річних;
PRD00054;productDetails;dude;Пролонгация вклада;;Continuation of contribution;;Пролонгація вкладу;
PRD00054;productDetails;common;Пролонгация вклада;;Continuation of contribution;;Пролонгація вкладу;
PRD00054;productDetails;official;Пролонгация вклада;;Continuation of contribution;;Пролонгація вкладу;
PRD00055;productDetails;official;Активувати картку;;Активувати картку;;Активувати картку;
PRD00055;productDetails;common;Активувати картку;;Активувати картку;;Активувати картку;
PRD00055;productDetails;dude;Активувати картку;;Активувати картку;;Активувати картку;
PRD00056;productDetails;common;Тип депозита;;Deposit type;;Тип депозиту;
PRD00056;productDetails;dude;Тип депозита;;Deposit type;;Тип депозиту;
PRD00056;productDetails;official;Тип депозита;;Deposit type;;Тип депозиту;
PRD00057;productDetails;common;Блокировка карты;;Block card;;Блокування картки;
PRD00057;productDetails;official;Блокировка карты;;Block card;;Блокування картки;
PRD00057;productDetails;dude;Блокировка карты;;Block card;;Блокування картки;
PRD00058;productDetails;common;Частичное снятие средств;;Partial withdrawal;;Часткове зняття коштів;
PRD00058;productDetails;official;Частичное снятие средств;;Partial withdrawal;;Часткове зняття коштів;
PRD00058;productDetails;dude;Частичное снятие средств;;Partial withdrawal;;Часткове зняття коштів;
PRD00059;productDetails;official;Перевести с карты на карту;;Transfer from card to card;;Переказати з карти на карту;
PRD00059;productDetails;common;Перевести с карты на карту;;Transfer from card to card;;Переказати з карти на карту;
PRD00059;productDetails;dude;Перевести с карты на карту;;Transfer from card to card;;Переказати з карти на карту;
PRD00060;productDetails;dude;Apple Pay;;Apple Pay;;Apple Pay;
PRD00060;productDetails;official;Apple Pay;;Apple Pay;;Apple Pay;
PRD00060;productDetails;common;Apple Pay;;Apple Pay;;Apple Pay;
PRD00061;productDetails;official;Управление;;Settings;;Керування;
PRD00061;productDetails;common;Управление;;Settings;;Керування;
PRD00061;productDetails;dude;Управление;;Settings;;Керування;
PRD00062;productDetails;official;Номер договора;;Contract number;;Номер договору;
PRD00062;productDetails;common;Номер договора;;Contract number;;Номер договору;
PRD00062;productDetails;dude;Номер договора;;Contract number;;Номер договору;
PRD00063;productDetails;common;Пополнение депозита;;Deposit replenishment;;Поповнення депозиту;
PRD00063;productDetails;dude;Пополнение депозита;;Deposit replenishment;;Поповнення депозиту;
PRD00063;productDetails;official;Пополнение депозита;;Deposit replenishment;;Поповнення депозиту;
CRRN0001;currencyExchange;dude;Минимальная сумма покупки %@;;Минимальная сумма покупки %@;;Минимальная сумма покупки %@;
CRRN0001;currencyExchange;official;Минимальная сумма покупки %@;;Минимальная сумма покупки %@;;Минимальная сумма покупки %@;
CRRN0001;currencyExchange;common;Минимальная сумма покупки %@;;Минимальная сумма покупки %@;;Минимальная сумма покупки %@;
CRRN0002;currencyExchange;official;Продать, %@;;Продать, %@;;Продать, %@;
CRRN0002;currencyExchange;dude;Продать, %@;;Продать, %@;;Продать, %@;
CRRN0002;currencyExchange;common;Продать, %@;;Продать, %@;;Продать, %@;
CRRN0003;currencyExchange;official;Купить, %@;;Купить, %@;;Купить, %@;
CRRN0003;currencyExchange;common;Купить, %@;;Купить, %@;;Купить, %@;
CRRN0003;currencyExchange;dude;Купить, %@;;Купить, %@;;Купить, %@;
CRRN0004;currencyExchange;common;Курс обміну;;Курс обміну;;Курс обміну;
CRRN0004;currencyExchange;official;Курс обміну;;Курс обміну;;Курс обміну;
CRRN0004;currencyExchange;dude;Курс обміну;;Курс обміну;;Курс обміну;
CRRN0005;currencyExchange;dude;Сумма операции не соответствует лимитам. Пожалуйста, измените сумму и повторите операцию;;На счете недостаточно средств для  проведения операции;;Сума операції не відповідає діючим лімітам. Будь ласка, змініть суму та повторіть операцію;
CRRN0005;currencyExchange;common;Сумма операции не соответствует лимитам. Пожалуйста, измените сумму и повторите операцию;;На счете недостаточно средств для  проведения операции;;Сума операції не відповідає діючим лімітам. Будь ласка, змініть суму та повторіть операцію;
CRRN0005;currencyExchange;official;Сумма операции не соответствует лимитам. Пожалуйста, измените сумму и повторите операцию;;На счете недостаточно средств для  проведения операции;;Сума операції не відповідає діючим лімітам. Будь ласка, змініть суму та повторіть операцію;
CRRN0006;currencyExchange;dude;Для подтверждения введите SMS код, отправленный на номер <маскированный номер телефона>;;Для подтверждения введите SMS код, отправленный на номер <маскированный номер телефона>;;Для подтверждения введите SMS код, отправленный на номер <маскированный номер телефона>;
CRRN0006;currencyExchange;official;Для подтверждения введите SMS код, отправленный на номер <маскированный номер телефона>;;Для подтверждения введите SMS код, отправленный на номер <маскированный номер телефона>;;Для подтверждения введите SMS код, отправленный на номер <маскированный номер телефона>;
CRRN0006;currencyExchange;common;Для подтверждения введите SMS код, отправленный на номер <маскированный номер телефона>;;Для подтверждения введите SMS код, отправленный на номер <маскированный номер телефона>;;Для подтверждения введите SMS код, отправленный на номер <маскированный номер телефона>;
CRRN0007;currencyExchange;common;Комісія;;Комісія;;Комісія;
CRRN0007;currencyExchange;official;Комісія;;Комісія;;Комісія;
CRRN0007;currencyExchange;dude;Комісія;;Комісія;;Комісія;
CRRN0008;currencyExchange;official;Закрыть;;Закрыть;;Закрыть;
CRRN0008;currencyExchange;dude;Закрыть;;Закрыть;;Закрыть;
CRRN0008;currencyExchange;common;Закрыть;;Закрыть;;Закрыть;
CRRN0009;currencyExchange;official;Подтверждение jgthfwbb;;Подтверждение jgthfwbb;;Подтверждение jgthfwbb;
CRRN0009;currencyExchange;dude;Подтверждение jgthfwbb;;Подтверждение jgthfwbb;;Подтверждение jgthfwbb;
CRRN0009;currencyExchange;common;Подтверждение jgthfwbb;;Подтверждение jgthfwbb;;Подтверждение jgthfwbb;
CRRN0010;currencyExchange;common;Перевести;;Перевести;;Перевести;
CRRN0010;currencyExchange;official;Перевести;;Перевести;;Перевести;
CRRN0010;currencyExchange;dude;Перевести;;Перевести;;Перевести;
CRRN0011;currencyExchange;common;Повторить;;Повторить;;Повторити;
CRRN0011;currencyExchange;official;Повторить;;Повторить;;Повторити;
CRRN0011;currencyExchange;dude;Повторить;;Повторить;;Повторити;
CRRN0012;currencyExchange;official;Курс изменился;;Курс изменился;;Курс змінився;
CRRN0012;currencyExchange;dude;Курс изменился;;Курс изменился;;Курс змінився;
CRRN0012;currencyExchange;common;Курс изменился;;Курс изменился;;Курс змінився;
CRRN0013;currencyExchange;dude;Неизвестная ошибка;;Неизвестная ошибка;;Неизвестная ошибка;
CRRN0013;currencyExchange;common;Неизвестная ошибка;;Неизвестная ошибка;;Неизвестная ошибка;
CRRN0013;currencyExchange;official;Неизвестная ошибка;;Неизвестная ошибка;;Неизвестная ошибка;
CRRN0014;currencyExchange;official;Обмен валют;;Обмен валют;;Обмін валют;
CRRN0014;currencyExchange;common;Обмен валют;;Обмен валют;;Обмін валют;
CRRN0014;currencyExchange;dude;Обмен валют;;Обмен валют;;Обмін валют;
CRRN0015;currencyExchange;official;Укажите счет с которого вы хотите сделать перевод;;Укажите счет с которого вы хотите сделать перевод;;Вкажіть рахунок з якого ви хочете зробити переказ;
CRRN0015;currencyExchange;common;Укажите счет с которого вы хотите сделать перевод;;Укажите счет с которого вы хотите сделать перевод;;Вкажіть рахунок з якого ви хочете зробити переказ;
CRRN0015;currencyExchange;dude;Укажите счет с которого вы хотите сделать перевод;;Укажите счет с которого вы хотите сделать перевод;;Вкажіть рахунок з якого ви хочете зробити переказ;
CRRN0016;currencyExchange;dude;Обмен валют;;Обмен валют;;Обмін валют;
CRRN0016;currencyExchange;common;Обмен валют;;Обмен валют;;Обмін валют;
CRRN0016;currencyExchange;official;Обмен валют;;Обмен валют;;Обмін валют;
CRRN0017;currencyExchange;dude;Минимальная сумма продажи %@;;Минимальная сумма продажи %@;;Минимальная сумма продажи %@;
CRRN0017;currencyExchange;official;Минимальная сумма продажи %@;;Минимальная сумма продажи %@;;Минимальная сумма продажи %@;
CRRN0017;currencyExchange;common;Минимальная сумма продажи %@;;Минимальная сумма продажи %@;;Минимальная сумма продажи %@;
CRRN0018;currencyExchange;dude;У вас нет соответствующих счетов для обмена валют, откройте счет в нужной валюте;;У вас нет соответствующих счетов для обмена валют, откройте счет в нужной валюте;;У вас немає відповідних рахунків для обміну валют, відкрийте рахунок у потрібній валюті;
CRRN0018;currencyExchange;official;У вас нет соответствующих счетов для обмена валют, откройте счет в нужной валюте;;У вас нет соответствующих счетов для обмена валют, откройте счет в нужной валюте;;У вас немає відповідних рахунків для обміну валют, відкрийте рахунок у потрібній валюті;
CRRN0018;currencyExchange;common;У вас нет соответствующих счетов для обмена валют, откройте счет в нужной валюте;;У вас нет соответствующих счетов для обмена валют, откройте счет в нужной валюте;;У вас немає відповідних рахунків для обміну валют, відкрийте рахунок у потрібній валюті;
CRRN0019;currencyExchange;official;За время проведения операции online-курс изменился. Для обмена валюты по новому курсу необходимо повторить операцию. Новый курс зафиксирован на 5 минут;;За время проведения операции online-курс изменился. Для обмена валюты по новому курсу необходимо повторить операцию. Новый курс зафиксирован на 5 минут;;За час проведення операції online курс змінився. Для обміну валюти за новим курсом потрібно повторити операцію. Новий курс зафіксовано на 5 хвилин;
CRRN0019;currencyExchange;dude;За время проведения операции online-курс изменился. Для обмена валюты по новому курсу необходимо повторить операцию. Новый курс зафиксирован на 5 минут;;За время проведения операции online-курс изменился. Для обмена валюты по новому курсу необходимо повторить операцию. Новый курс зафиксирован на 5 минут;;За час проведення операції online курс змінився. Для обміну валюти за новим курсом потрібно повторити операцію. Новий курс зафіксовано на 5 хвилин;
CRRN0019;currencyExchange;common;За время проведения операции online-курс изменился. Для обмена валюты по новому курсу необходимо повторить операцию. Новый курс зафиксирован на 5 минут;;За время проведения операции online-курс изменился. Для обмена валюты по новому курсу необходимо повторить операцию. Новый курс зафиксирован на 5 минут;;За час проведення операції online курс змінився. Для обміну валюти за новим курсом потрібно повторити операцію. Новий курс зафіксовано на 5 хвилин;
CRRN0020;currencyExchange;common;Закрыть;;Закрыть;;Закрити;
CRRN0020;currencyExchange;official;Закрыть;;Закрыть;;Закрити;
CRRN0020;currencyExchange;dude;Закрыть;;Закрыть;;Закрити;
CRRN0021;currencyExchange;official;Укажите счет на который вы хотите сделать перевод;;Укажите счет на который вы хотите сделать перевод;;Вкажіть рахунок на який ви хочете зробити переказ;
CRRN0021;currencyExchange;dude;Укажите счет на который вы хотите сделать перевод;;Укажите счет на который вы хотите сделать перевод;;Вкажіть рахунок на який ви хочете зробити переказ;
CRRN0021;currencyExchange;common;Укажите счет на который вы хотите сделать перевод;;Укажите счет на который вы хотите сделать перевод;;Вкажіть рахунок на який ви хочете зробити переказ;
CRRN0022;currencyExchange;official;Обмен валют;;Обмен валют;;Обмін валют;
CRRN0022;currencyExchange;common;Обмен валют;;Обмен валют;;Обмін валют;
CRRN0022;currencyExchange;dude;Обмен валют;;Обмен валют;;Обмін валют;
CRRN0023;currencyExchange;common;Укажите сумму обмена;;Укажите сумму обмена;;Вкажіть суму обміну;
CRRN0023;currencyExchange;official;Укажите сумму обмена;;Укажите сумму обмена;;Вкажіть суму обміну;
CRRN0023;currencyExchange;dude;Укажите сумму обмена;;Укажите сумму обмена;;Вкажіть суму обміну;
CRRN0024;currencyExchange;common;Превышен доступный лимит операций. В один день можно купить валюты на %@ гривен в эквиваленте.;;Available transaction limit exceeded. You can buy currency worth up to an equivalent of %@ hryvnias in one day.;;Перевищено допустимий ліміт операцій. За один день можна купити валюти на %@ грнивень в еквіваленті.;
CRRN0024;currencyExchange;dude;Превышен доступный лимит операций. В один день можно купить валюты на %@ гривен в эквиваленте.;;Available transaction limit exceeded. You can buy currency worth up to an equivalent of %@ hryvnias in one day.;;Перевищено допустимий ліміт операцій. За один день можна купити валюти на %@ грнивень в еквіваленті.;
CRRN0024;currencyExchange;official;Превышен доступный лимит операций. В один день можно купить валюты на %@ гривен в эквиваленте.;;Available transaction limit exceeded. You can buy currency worth up to an equivalent of %@ hryvnias in one day.;;Перевищено допустимий ліміт операцій. За один день можна купити валюти на %@ грнивень в еквіваленті.;
CRRN0025;currencyExchange;official;На счете недостаточно средств для  проведения операции;;На счете недостаточно средств для  проведения операции;;На рахунку недостатньо коштів для здійснення операції;
CRRN0025;currencyExchange;common;На счете недостаточно средств для  проведения операции;;На счете недостаточно средств для  проведения операции;;На рахунку недостатньо коштів для здійснення операції;
CRRN0025;currencyExchange;dude;На счете недостаточно средств для  проведения операции;;На счете недостаточно средств для  проведения операции;;На рахунку недостатньо коштів для здійснення операції;
ATHR0001;authorization;common;"Ваш аккаунт
заблокирован";;"Your account
has been blocked";;"Ваш акаунт
заблокований";
ATHR0001;authorization;official;"Ваш аккаунт
заблокирован";;"Your account
has been blocked";;"Ваш акаунт
заблокований";
ATHR0001;authorization;dude;"Ваш аккаунт
заблокирован";;"Your account
has been blocked";;"Ваш акаунт
заблокований";
ATHR0002;authorization;common;Введите пароль из SMS;;Введите пароль из SMS;;Введите пароль из SMS;
ATHR0002;authorization;dude;Введите пароль из SMS;;Введите пароль из SMS;;Введите пароль из SMS;
ATHR0002;authorization;official;Введите пароль из SMS;;Введите пароль из SMS;;Введите пароль из SMS;
ATHR0003;authorization;common;Touch ID;;Touch ID;;Touch ID;
ATHR0003;authorization;official;Touch ID;;Touch ID;;Touch ID;
ATHR0003;authorization;dude;Touch ID;;Touch ID;;Touch ID;
ATHR0004;authorization;official;Неверный код из SMS;;Invalid OTP-code from the SMS;;Неправильний код з SMS;
ATHR0004;authorization;dude;Неверный код из SMS;;Invalid OTP-code from the SMS;;Неправильний код з SMS;
ATHR0004;authorization;common;Неверный код из SMS;;Invalid OTP-code from the SMS;;Неправильний код з SMS;
ATHR0005;authorization;common;Повторите попытку еще раз. Если возникают сложности со входом - обратитесь в поддержку в чате;;Please try one more time or contact our support via chat if you still experience the issue.;;Спробуйте будь ласка ще раз, якщо труднощі з входом продовжуються - зверніться в підтримку в чаті;
ATHR0005;authorization;official;Повторите попытку еще раз. Если возникают сложности со входом - обратитесь в поддержку в чате;;Please try one more time or contact our support via chat if you still experience the issue.;;Спробуйте будь ласка ще раз, якщо труднощі з входом продовжуються - зверніться в підтримку в чаті;
ATHR0005;authorization;dude;Повторите попытку еще раз. Если возникают сложности со входом - обратитесь в поддержку в чате;;Please try one more time or contact our support via chat if you still experience the issue.;;Спробуйте будь ласка ще раз, якщо труднощі з входом продовжуються - зверніться в підтримку в чаті;
ATHR0006;authorization;official;Создайте PIN для входа;;Создайте PIN для входа;;Создайте PIN для входа;
ATHR0006;authorization;common;Создайте PIN для входа;;Создайте PIN для входа;;Создайте PIN для входа;
ATHR0006;authorization;dude;Создайте PIN для входа;;Создайте PIN для входа;;Создайте PIN для входа;
ATHR0007;authorization;common;Ваше устройство заблокировано;;Your device has been blocked;;Ваш пристрій заблоковано;
ATHR0007;authorization;dude;Ваше устройство заблокировано;;Your device has been blocked;;Ваш пристрій заблоковано;
ATHR0007;authorization;official;Ваше устройство заблокировано;;Your device has been blocked;;Ваш пристрій заблоковано;
ATHR0008;authorization;common;Привет;;Привет;;Привет;
ATHR0008;authorization;dude;Привет;;Привет;;Привет;
ATHR0008;authorization;official;Привет;;Привет;;Привет;
ATHR0009;authorization;common;Вы превысили допустимое количество попыток входа. Мы заблокировали аккаунт до %@;;You've exceeded the login attempts number. We've blocked your account till %@;;Ви перевищи допустиму кількість спроб для входу. Ми заблокували акаунт до %@;
ATHR0009;authorization;official;Вы превысили допустимое количество попыток входа. Мы заблокировали аккаунт до %@;;You've exceeded the login attempts number. We've blocked your account till %@;;Ви перевищи допустиму кількість спроб для входу. Ми заблокували акаунт до %@;
ATHR0009;authorization;dude;Вы превысили допустимое количество попыток входа. Мы заблокировали аккаунт до %@;;You've exceeded the login attempts number. We've blocked your account till %@;;Ви перевищи допустиму кількість спроб для входу. Ми заблокували акаунт до %@;
ATHR0010;authorization;official;Ввести пароль для входа;;Enter password to login;;Введіть пароль для входу;
ATHR0010;authorization;common;Ввести пароль для входа;;Enter password to login;;Введіть пароль для входу;
ATHR0010;authorization;dude;Ввести пароль для входа;;Enter password to login;;Введіть пароль для входу;
ATHR0011;authorization;dude;Используется вместо PIN для входа;;Используется вместо PIN для входа;;Используется вместо PIN для входа;
ATHR0011;authorization;common;Используется вместо PIN для входа;;Используется вместо PIN для входа;;Используется вместо PIN для входа;
ATHR0011;authorization;official;Используется вместо PIN для входа;;Используется вместо PIN для входа;;Используется вместо PIN для входа;
ATHR0012;authorization;dude;Не использовать %@;;Не использовать %@;;Не использовать %@;
ATHR0012;authorization;common;Не использовать %@;;Не использовать %@;;Не использовать %@;
ATHR0012;authorization;official;Не использовать %@;;Не использовать %@;;Не использовать %@;
ATHR0013;authorization;common;Номер телефона;;Номер телефона;;Номер телефона;
ATHR0013;authorization;dude;Номер телефона;;Номер телефона;;Номер телефона;
ATHR0013;authorization;official;Номер телефона;;Номер телефона;;Номер телефона;
ATHR0014;authorization;common;Вы ввели неверный пароль из SMS несколько раз. Мы заблокировали аккаунт на 15 минут.;;Вы ввели неверный пароль из SMS несколько раз. Мы заблокировали аккаунт на 15 минут.;;Вы ввели неверный пароль из SMS несколько раз. Мы заблокировали аккаунт на 15 минут.;
ATHR0014;authorization;official;Вы ввели неверный пароль из SMS несколько раз. Мы заблокировали аккаунт на 15 минут.;;Вы ввели неверный пароль из SMS несколько раз. Мы заблокировали аккаунт на 15 минут.;;Вы ввели неверный пароль из SMS несколько раз. Мы заблокировали аккаунт на 15 минут.;
ATHR0014;authorization;dude;Вы ввели неверный пароль из SMS несколько раз. Мы заблокировали аккаунт на 15 минут.;;Вы ввели неверный пароль из SMS несколько раз. Мы заблокировали аккаунт на 15 минут.;;Вы ввели неверный пароль из SMS несколько раз. Мы заблокировали аккаунт на 15 минут.;
ATHR0015;authorization;common;"Пароль отправлен SMS сообщением
на номер %@";;"Пароль отправлен SMS сообщением
на номер %@";;"Пароль отправлен SMS сообщением
на номер %@";
ATHR0015;authorization;dude;"Пароль отправлен SMS сообщением
на номер %@";;"Пароль отправлен SMS сообщением
на номер %@";;"Пароль отправлен SMS сообщением
на номер %@";
ATHR0015;authorization;official;"Пароль отправлен SMS сообщением
на номер %@";;"Пароль отправлен SMS сообщением
на номер %@";;"Пароль отправлен SMS сообщением
на номер %@";
ATHR0016;authorization;common;Использовать %@;;Использовать %@;;Использовать %@;
ATHR0016;authorization;official;Использовать %@;;Использовать %@;;Использовать %@;
ATHR0016;authorization;dude;Использовать %@;;Использовать %@;;Использовать %@;
ATHR0017;authorization;dude;"Использовать
%@?";;"Использовать
%@?";;"Использовать
%@?";
ATHR0017;authorization;common;"Использовать
%@?";;"Использовать
%@?";;"Использовать
%@?";
ATHR0017;authorization;official;"Использовать
%@?";;"Использовать
%@?";;"Использовать
%@?";
ATHR0018;authorization;common;Неверная дата;;Неверная дата;;Неверная дата;
ATHR0018;authorization;official;Неверная дата;;Неверная дата;;Неверная дата;
ATHR0018;authorization;dude;Неверная дата;;Неверная дата;;Неверная дата;
ATHR0019;authorization;common;Пароль можно будет отправить еще раз через %@ сек.;;Пароль можно будет отправить еще раз через %@ сек.;;Пароль можно будет отправить еще раз через %@ сек.;
ATHR0019;authorization;official;Пароль можно будет отправить еще раз через %@ сек.;;Пароль можно будет отправить еще раз через %@ сек.;;Пароль можно будет отправить еще раз через %@ сек.;
ATHR0019;authorization;dude;Пароль можно будет отправить еще раз через %@ сек.;;Пароль можно будет отправить еще раз через %@ сек.;;Пароль можно будет отправить еще раз через %@ сек.;
ATHR0020;authorization;common;Повторите PIN для входа;;Повторите PIN для входа;;Повторите PIN для входа;
ATHR0020;authorization;dude;Повторите PIN для входа;;Повторите PIN для входа;;Повторите PIN для входа;
ATHR0020;authorization;official;Повторите PIN для входа;;Повторите PIN для входа;;Повторите PIN для входа;
ATHR0021;authorization;common;Когда вам выдали паспорт?;;Когда вам выдали паспорт?;;Когда вам выдали паспорт?;
ATHR0021;authorization;dude;Когда вам выдали паспорт?;;Когда вам выдали паспорт?;;Когда вам выдали паспорт?;
ATHR0021;authorization;official;Когда вам выдали паспорт?;;Когда вам выдали паспорт?;;Когда вам выдали паспорт?;
ATHR0022;authorization;official;%@, введите ПИН;;%@, введите ПИН;;%@, введите ПИН;
ATHR0022;authorization;dude;%@, введите ПИН;;%@, введите ПИН;;%@, введите ПИН;
ATHR0022;authorization;common;%@, введите ПИН;;%@, введите ПИН;;%@, введите ПИН;
ATHR0023;authorization;official;"{
  ""ie:x=1"": ""Осталась 1 попытка"",
  ""iex:1<x<5"": ""Осталось %d попытки""
}";;"{
  ""ie:x=1"": ""Осталась 1 попытка"",
  ""iex:1<x<5"": ""Осталось %d попытки""
}";;"{
  ""ie:x=1"": ""Осталась 1 попытка"",
  ""iex:1<x<5"": ""Осталось %d попытки""
}";
ATHR0023;authorization;dude;"{
  ""ie:x=1"": ""Осталась 1 попытка"",
  ""iex:1<x<5"": ""Осталось %d попытки""
}";;"{
  ""ie:x=1"": ""Осталась 1 попытка"",
  ""iex:1<x<5"": ""Осталось %d попытки""
}";;"{
  ""ie:x=1"": ""Осталась 1 попытка"",
  ""iex:1<x<5"": ""Осталось %d попытки""
}";
ATHR0023;authorization;common;"{
  ""ie:x=1"": ""Осталась 1 попытка"",
  ""iex:1<x<5"": ""Осталось %d попытки""
}";;"{
  ""ie:x=1"": ""Осталась 1 попытка"",
  ""iex:1<x<5"": ""Осталось %d попытки""
}";;"{
  ""ie:x=1"": ""Осталась 1 попытка"",
  ""iex:1<x<5"": ""Осталось %d попытки""
}";
ATHR0024;authorization;official;Пароль;;Пароль;;Пароль;
ATHR0024;authorization;dude;Пароль;;Пароль;;Пароль;
ATHR0024;authorization;common;Пароль;;Пароль;;Пароль;
ATHR0025;authorization;official;Проверьте правильность введенных реквизитов карты. В случае повторения ошибки, обратитесь в поддержку в чате;;Please double-check the card' details you've entered. If you still experience the issue, please contact support via chat.;;Перевірьте правильні введених реквізитів картки. У випадку повторення помилки, зверніться в підтримку в чаті.;
ATHR0025;authorization;dude;Проверьте правильность введенных реквизитов карты. В случае повторения ошибки, обратитесь в поддержку в чате;;Please double-check the card' details you've entered. If you still experience the issue, please contact support via chat.;;Перевірьте правильні введених реквізитів картки. У випадку повторення помилки, зверніться в підтримку в чаті.;
ATHR0025;authorization;common;Проверьте правильность введенных реквизитов карты. В случае повторения ошибки, обратитесь в поддержку в чате;;Please double-check the card' details you've entered. If you still experience the issue, please contact support via chat.;;Перевірьте правильні введених реквізитів картки. У випадку повторення помилки, зверніться в підтримку в чаті.;
ATHR0026;authorization;dude;Неверные реквизиты карты;;Invalid card details;;Неправильні реквізити картки;
ATHR0026;authorization;common;Неверные реквизиты карты;;Invalid card details;;Неправильні реквізити картки;
ATHR0026;authorization;official;Неверные реквизиты карты;;Invalid card details;;Неправильні реквізити картки;
ATHR0027;authorization;dude;Введите номер вашей карты;;Введите номер вашей карты;;Введите номер вашей карты;
ATHR0027;authorization;official;Введите номер вашей карты;;Введите номер вашей карты;;Введите номер вашей карты;
ATHR0027;authorization;common;Введите номер вашей карты;;Введите номер вашей карты;;Введите номер вашей карты;
ATHR0028;authorization;official;PIN-коды не совпадают;;PIN-codes don't match;;PIN-коди не співпадають;
