CommonID;SectorName;Style;TextRUSingle;TextRUPrular;TextENSingle;TextENPrular;TextUASingle;TextUAPrular;;
PRFL0021;profile;friendly;Выбери язык приложения;;Select app's language;;Вибери мову додатку;;;
PRFL0022;profile;neutral;Мы отправили ссылку на твой %@. Перейди по ней;;We've sent a link to your %@. Follow it;;Ми надіслали посилання на твій %@. Перейди за ним;;;
PRFL0022;profile;business;Мы отправили ссылку на ваш %@. Перейдите по ней;;Link was sent to your %@. Please follow it;;Ми надіслали посилання на ваш %@. Перейдіть за ним;;;
PRFL0022;profile;friendly;Ссылка уже на твоем %@. Перейди по ней;;Link is already with you at %@. Follow it;;Посилання вже на твоєму %@. Перейди за ним;;;
PRFL0023;profile;business;E-mail не подтвержден;;E-mail is not confirmed;;E-mail не підтверджено;;;
PRFL0023;profile;friendly;E-mail не подтвержден;;E-mail is not confirmed;;E-mail не підтверджено;;;
PRFL0023;profile;neutral;E-mail не подтвержден;;E-mail is not confirmed;;E-mail не підтверджено;;;
PRFL0024;profile;friendly;Альфа-Банк Украина;;Alfa-Bank Ukraine;;Альфа-Банк Україна;;;
PRFL0024;profile;business;Альфа-Банк Украина;;Alfa-Bank Ukraine;;Альфа-Банк Україна;;;
PRFL0024;profile;neutral;Альфа-Банк Украина;;Alfa-Bank Ukraine;;Альфа-Банк Україна;;;
PRFL0025;profile;business;Стать клиентом;;Become a customer;;Стати клієнтом;;;
PRFL0025;profile;friendly;Стать клиентом;;Become a customer;;Стати клієнтом;;;
PRFL0025;profile;neutral;Стать клиентом;;Become a customer;;Стати клієнтом;;;
PRFL0026;profile;friendly;Сайт;;Site;;Сайт;;;
PRFL0026;profile;neutral;Сайт;;Site;;Сайт;;;
PRFL0026;profile;business;Сайт;;Site;;Сайт;;;
PRFL0027;profile;neutral;Отправить ссылку еще раз;;Send me link again;;Відправити посилання ще раз;;;
PRFL0027;profile;business;Отправить ссылку еще раз;;Send the link again;;Відправити посилання ще раз;;;
PRFL0027;profile;friendly;Отправить ссылку еще раз;;Send me link again;;Відправити посилання ще раз;;;
PRFL0028;profile;business;Изменить E-mail;;Change E-mail;;Змінити E-mail;;;
PRFL0028;profile;friendly;Изменить E-mail;;Change E-mail;;Змінити E-mail;;;
PRFL0028;profile;neutral;Изменить E-mail;;Change E-mail;;Змінити E-mail;;;
PRFL0029;profile;neutral;Телефон;;Phone;;Телефон;;;
PRFL0029;profile;business;Телефон;;Phone;;Телефон;;;
PRFL0029;profile;friendly;Телефон;;Phone;;Телефон;;;
PRFL0030;profile;business;Настройки;;Settings;;Налаштування;;;
PRFL0030;profile;friendly;Настройки;;Settings;;Налаштування;;;
PRFL0030;profile;neutral;Настройки;;Settings;;Налаштування;;;
IBAN0001;iban;neutral;Попробовать еще раз;;Try again;;Спробувати ще раз;;;
IBAN0001;iban;business;Попробовать еще раз;;Try again;;Спробувати ще раз;;;
IBAN0001;iban;friendly;Попробовать еще раз;;Try again;;Спробувати ще раз;;;
IBAN0002;iban;neutral;Комиссия %@. Недостаточно средств;;Commission %@. No sufficient funds;;Комісія %@. Недостатньо коштів;;;
IBAN0002;iban;business;Комиссия %@. Недостаточно средств;;Commission %@. No sufficient funds;;Комісія %@. Недостатньо коштів;;;
IBAN0002;iban;friendly;Комиссия %@. Недостаточно средств;;Commission %@. No sufficient funds;;Комісія %@. Недостатньо коштів;;;
IBAN0003;iban;business;Нет активных счетов для переводов;;No active accounts for transfers;;Відсутні активні рахунки для переказів;;;
IBAN0003;iban;neutral;Нет активных счетов для переводов;;No active accounts for transfers;;Відсутні активні рахунки для переказів;;;
IBAN0003;iban;friendly;Нет активных счетов для переводов;;No active accounts for transfers;;Відсутні активні рахунки для переказів;;;
IBAN0004;iban;neutral;Получатель;;Beneficiary;;Отримувач;;;
IBAN0004;iban;friendly;Получатель;;Beneficiary;;Отримувач;;;
IBAN0004;iban;business;Получатель;;Beneficiary;;Отримувач;;;
IBAN0005;iban;business;Назначение платежа;;Payment purpose;;Призначення платежу;;;
IBAN0005;iban;friendly;Назначение платежа;;Payment purpose;;Призначення платежу;;;
IBAN0005;iban;neutral;Назначение платежа;;Payment purpose;;Призначення платежу;;;
IBAN0006;iban;business;Укажите реквизиты получателя;;Please enter beneficiary's details;;Вкажіть реквізити отримувача;;;
IBAN0006;iban;friendly;Дай реквизиты получателя;;Provide beneficiary's details;;Дай реквізити отримувача;;;
IBAN0006;iban;neutral;Укажи реквизиты получателя;;Enter beneficiary's details;;Вкажи реквізити отримувача;;;
IBAN0007;iban;friendly;Неверный лимит;;Invalid limit;;Неправильний ліміт;;;
IBAN0007;iban;neutral;Неверный лимит;;Invalid limit;;Неправильний ліміт;;;
IBAN0007;iban;business;Неверный лимит;;Invalid limit;;Неправильний ліміт;;;
IBAN0008;iban;neutral;Перевести;;Transfer;;Переказати;;;
IBAN0008;iban;business;Перевести;;Transfer;;Переказати;;;
IBAN0008;iban;friendly;Перевести;;Transfer;;Переказати;;;
IBAN0009;iban;friendly;ЕГРПОУ/ИНН получателя;;EDRPOU/TIN of beneficiary;;ЄДРПОУ/ІПН отримувача;;;
IBAN0009;iban;neutral;ЕГРПОУ/ИНН получателя;;EDRPOU/TIN of beneficiary;;ЄДРПОУ/ІПН отримувача;;;
IBAN0009;iban;business;ЕГРПОУ/ИНН получателя;;EDRPOU/TIN of beneficiary;;ЄДРПОУ/ІПН отримувача;;;
IBAN0010;iban;friendly;Mинимум %@;;Min %@;;Mінімум %@;;;
IBAN0010;iban;neutral;Mинимум %@;;Min %@;;Mінімум %@;;;
IBAN0010;iban;business;Mинимум %@;;Min %@;;Mінімум %@;;;
IBAN0011;iban;business;Недостаточно средств;;No sufficient funds;;Недостатньо коштів;;;
IBAN0011;iban;neutral;Недостаточно средств;;No sufficient funds;;Недостатньо коштів;;;
IBAN0011;iban;friendly;Недостаточно средств;;No sufficient funds;;Недостатньо коштів;;;
IBAN0012;iban;neutral;Проверь корректность данных;;Check data accuracy;;Перевір правильність даних;;;
IBAN0012;iban;friendly;Без проверки данных не обойтись;;You can't do without data checking;;Без перевірки даних не обійтися;;;
IBAN0012;iban;business;Проверьте корректность данных;;Please check data accuracy;;Перевірте правильність даних;;;
IBAN0013;iban;business;Я подтверждаю, что эта операция не связана с предпринимательской деятельностью;;I confirm that this operation is not related to business activities;;Я підтверджую, що ця операція не пов'язана з підприємницькою діяльністю;;;
IBAN0013;iban;neutral;Я подтверждаю, что эта операция не связана с предпринимательской деятельностью;;I confirm that this operation is not related to business activities;;Я підтверджую, що ця операція не пов'язана з підприємницькою діяльністю;;;
IBAN0013;iban;friendly;Я подтверждаю, что эта операция не связана с предпринимательской деятельностью;;I confirm that this operation is not related to business activities;;Я підтверджую, що ця операція не пов'язана з підприємницькою діяльністю;;;
IBAN0014;iban;business;Необходимо подтверждение;;Confirmation required;;Необхідне підтвердження;;;
IBAN0014;iban;friendly;Без подтверждения нельзя:(;;Can't do without confirmation:(;;Без підтвердження не можна:(;;;
IBAN0014;iban;neutral;Необходимо подтверждение;;Confirmation required;;Необхідне підтвердження;;;
IBAN0015;iban;business;Укажите сумму перевода;;Please enter transfer amount;;Вкажіть суму переказу;;;
IBAN0015;iban;neutral;Укажи сумму перевода;;Enter transfer amount;;Вкажи суму переказу;;;
IBAN0015;iban;friendly;Укажи сумму перевода;;Enter transfer amount;;Вкажи суму переказу;;;
TRNS0001;transfers;neutral;Произошла ошибка!;;Something went wrong!;;Сталася помилка!;;;
TRNS0001;transfers;friendly;Что-то пошло не так:(;;Error:(;;Щось пішло не так:(;;;
TRNS0001;transfers;business;Произошла ошибка!;;Something went wrong!;;Сталася помилка!;;;
TRNS0002;transfers;neutral;По номеру телефона;;By phone number;;За номером телефону;;;
TRNS0002;transfers;friendly;По номеру телефона;;By phone number;;За номером телефону;;;
TRNS0002;transfers;business;По номеру телефона;;By phone number;;За номером телефону;;;
TRNS0003;transfers;friendly;По реквизитам;;By banking details;;За реквізитами;;;
TRNS0003;transfers;neutral;По реквизитам;;By banking details;;За реквізитами;;;
TRNS0003;transfers;business;По реквизитам;;By banking details;;За реквізитами;;;
TRNS0004;transfers;business;Минимальный платеж;;Minimum payment;;Мінімальний платіж;;;
TRNS0004;transfers;friendly;Минимальный платеж;;Minimum payment;;Мінімальний платіж;;;
TRNS0004;transfers;neutral;Минимальный платеж;;Minimum payment;;Мінімальний платіж;;;
TRNS0005;transfers;neutral;Ты только что сделал перевод на сумму %@;;You just transferred %@;;Ти щойно зробив переказ на суму %@;;;
TRNS0005;transfers;business;Вы только что сделали перевод на сумму %@;;You just transferred %@;;Ви щойно зробили переказ на суму %@;;;
TRNS0005;transfers;friendly;Ты только что сделал перевод на сумму %@;;You just transferred %@;;Ти щойно зробив переказ на суму %@;;;
TRNS0006;transfers;neutral;Комиссия %@;;Commission %@;;Комісія %@;;;
TRNS0006;transfers;friendly;Комиссия %@;;Commission %@;;Комісія %@;;;
TRNS0006;transfers;business;Комиссия %@;;Commission %@;;Комісія %@;;;
TRNS0007;transfers;neutral;По реквизитам;;By banking details;;За реквізитами;;;
TRNS0007;transfers;friendly;По реквизитам;;By banking details;;За реквізитами;;;
TRNS0007;transfers;business;По реквизитам;;By banking details;;За реквізитами;;;
TRNS0008;transfers;neutral;Создать шаблон;;Create template;;Створити шаблон;;;
TRNS0008;transfers;business;Создать шаблон;;Create template;;Створити шаблон;;;
TRNS0008;transfers;friendly;Создать шаблон;;Create template;;Створити шаблон;;;
TRNS0009;transfers;friendly;Не выбрано;;Not selected;;Не вибрано;;;
TRNS0009;transfers;neutral;Не выбрано;;Not selected;;Не вибрано;;;
TRNS0009;transfers;business;Не выбрано;;Not selected;;Не вибрано;;;
TRNS0010;transfers;friendly;Сумма, %@;;Amount, %@;;Сума, %@;;;
TRNS0010;transfers;business;Сумма, %@;;Amount, %@;;Сума, %@;;;
TRNS0010;transfers;neutral;Сумма, %@;;Amount, %@;;Сума, %@;;;
TRNS0011;transfers;business;Подтверждение перевода %@ (получатель: %@);;Transfer confirmation %@ (beneficiary: %@);;Підтвердження переказу %@ (отримувач: %@);;;
TRNS0011;transfers;friendly;Подтверждение перевода %@ (получатель: %@);;Transfer confirmation %@ (beneficiary: %@);;Підтвердження переказу %@ (отримувач: %@);;;
TRNS0011;transfers;neutral;Подтверждение перевода %@ (получатель: %@);;Transfer confirmation %@ (beneficiary: %@);;Підтвердження переказу %@ (отримувач: %@);;;
TRNS0012;transfers;neutral;Неверный лимит;;Invalid limit;;Неправильний ліміт;;;
TRNS0012;transfers;business;Неверный лимит;;Invalid limit;;Неправильний ліміт;;;
TRNS0012;transfers;friendly;Неверный лимит;;Invalid limit;;Неправильний ліміт;;;
TRNS0013;transfers;business;Задолженность;;Outstanding debt;;Заборгованість;;;
TRNS0013;transfers;neutral;Задолженность;;Outstanding debt;;Заборгованість;;;
TRNS0013;transfers;friendly;Задолженность;;Outstanding debt;;Заборгованість;;;
TRNS0014;transfers;neutral;Укажи сумму перевода;;Enter amount of transfer;;Вкажи суму переказу;;;
TRNS0014;transfers;business;Укажите сумму перевода;;Please enter amount of transfer;;Вкажіть суму переказу;;;
TRNS0014;transfers;friendly;Сколько переводишь?;;How much do you transfer?;;Скільки переказуєш?;;;
TRNS0015;transfers;friendly;С какого счета переводишь?;;What account are you transferring from?;;З якого рахунку переказуєш?;;;
TRNS0015;transfers;business;Укажите счет, с которого делаете перевод;;Please choose account from which funds are transfered;;Вкажіть рахунок, з якого робите переказ;;;
TRNS0015;transfers;neutral;Укажи счет, с которого делаешь перевод;;Choose account from which you are transfering;;Вкажи рахунок, з якого робиш переказ;;;
TRNS0016;transfers;neutral;Payoneer, PayUkraine, Paysend, TransferGo;;Payoneer, PayUkraine, Paysend, TransferGo;;Payoneer, PayUkraine, Paysend, TransferGo;;;
TRNS0016;transfers;business;Payoneer, PayUkraine, Paysend, TransferGo;;Payoneer, PayUkraine, Paysend, TransferGo;;Payoneer, PayUkraine, Paysend, TransferGo;;;
TRNS0016;transfers;friendly;Payoneer, PayUkraine, Paysend, TransferGo;;Payoneer, PayUkraine, Paysend, TransferGo;;Payoneer, PayUkraine, Paysend, TransferGo;;;
TRNS0017;transfers;neutral;Минимальная сумма перевода - 1 грн;;Minimum transfer amount is UAH 1;;Мінімальна сума переказу - 1 грн;;;
TRNS0017;transfers;business;Минимальная сумма перевода - 1 грн;;Minimum transfer amount is UAH 1;;Мінімальна сума переказу - 1 грн;;;
TRNS0017;transfers;friendly;Минимальная сумма перевода - 1 грн;;Minimum transfer amount is UAH 1;;Мінімальна сума переказу - 1 грн;;;
TRNS0018;transfers;friendly;Платежные сервисы;;Payment services;;Платіжні сервіси;;;
TRNS0018;transfers;business;Платежные сервисы;;Payment services;;Платіжні сервіси;;;
TRNS0018;transfers;neutral;Платежные сервисы;;Payment services;;Платіжні сервіси;;;
TRNS0019;transfers;neutral;Комиссия %@;;Commission %@;;Комісія %@;;;
TRNS0019;transfers;business;Комиссия %@;;Commission %@;;Комісія %@;;;
TRNS0019;transfers;friendly;Комиссия %@;;Commission %@;;Комісія %@;;;
TRNS0020;transfers;business;Можете нажать на сумму, чтобы подставить ее в поле ввода;;You can click on amount to place it in the input field;;Можете натиснути на суму, щоб поставити її в поле вводу;;;
TRNS0020;transfers;neutral;Можешь нажать на сумму, чтобы подставить ее в поле ввода;;You can click on amount to place it in the input field;;Можеш натиснути на суму, щоб поставити її в поле вводу;;;
TRNS0020;transfers;friendly;Можно сразу нажать на одну из сумм ниже;;You can just click on one of the amounts below;;Можна відразу натиснути на одну з сум нижче;;;
TRNS0021;transfers;friendly;Со своего счета;;From my account;;Зі свого рахунку;;;
TRNS0021;transfers;neutral;Со своего счета;;From my account;;Зі свого рахунку;;;
TRNS0021;transfers;business;Со своего счета;;From my account;;Зі свого рахунку;;;
TRNS0022;transfers;business;У вас нет счетов для перевода;;You have no accounts for transferring;;У вас немає рахунків для переказу;;;
TRNS0022;transfers;friendly;Нет счетов - нет перевода. Такие дела:(;;No accounts - no transfer. That's how it goes:(;;Немає рахунків - немає переказу. Такі справи:(;;;
TRNS0022;transfers;neutral;У тебя нет счетов для перевода;;You don't have accounts for transferring;;У тебе немає рахунків для переказу;;;
TRNS0023;transfers;neutral;Готово;;Done;;Готово;;;
TRNS0023;transfers;business;Готово;;Done;;Готово;;;
TRNS0023;transfers;friendly;Готово;;Done;;Готово;;;
TRNS0024;transfers;friendly;По номеру карты;;By card number;;За номером картки;;;
TRNS0024;transfers;neutral;По номеру карты;;By card number;;За номером картки;;;
TRNS0024;transfers;business;По номеру карты;;By card number;;За номером картки;;;
TRNS0025;transfers;neutral;У тебя нет счетов для перевода;;You don't have accounts to transfer;;У тебе немає рахунків для переказу;;;
TRNS0025;transfers;business;У вас нет счетов для перевода;;You have no accounts for transferring;;У вас немає рахунків для переказу;;;
TRNS0025;transfers;friendly;Нет счетов - нет перевода. Такие дела:(;;No accounts - no transfer. That's how it goess:(;;Немає рахунків - немає переказу. Такі справи:(;;;
TRNS0026;transfers;business;Недостаточно денег;;Non-sufficient funds;;Недостатньо грошей;;;
TRNS0026;transfers;friendly;Не хватает денег;;Not enough money;;Не вистачає грошей;;;
TRNS0026;transfers;neutral;Недостаточно денег;;Non-sufficient funds;;Недостатньо грошей;;;
TRNS0027;transfers;business;Успешный перевод!;;Transfer is successful!;;Успішний переказ!;;;
TRNS0027;transfers;neutral;Успешный перевод!;;Transfer is successful!;;Успішний переказ!;;;
TRNS0027;transfers;friendly;Успешный перевод!;;Transfer is successful!;;Успішний переказ!;;;
TRNS0028;transfers;business;Клиентам Альфа-Банка;;For Alfa-Bank customers;;Клієнтам Альфа-Банку;;;
TRNS0028;transfers;friendly;Клиентам Альфа-Банка;;For Alfa-Bank customers;;Клієнтам Альфа-Банку;;;
TRNS0028;transfers;neutral;Клиентам Альфа-Банка;;For Alfa-Bank customers;;Клієнтам Альфа-Банку;;;
TRNS0029;transfers;business;Украинские и иностранные банки;;Ukrainian and foreign banks;;Українські та іноземні банки;;;
TRNS0029;transfers;friendly;Украинские и иностранные банки;;Ukrainian and foreign banks;;Українські та іноземні банки;;;
TRNS0029;transfers;neutral;Украинские и иностранные банки;;Ukrainian and foreign banks;;Українські та іноземні банки;;;
TRNS0030;transfers;friendly;С карты другого банка;;From the other bank card;;З картки іншого банку;;;
TRNS0030;transfers;business;С карты другого банка;;From the other bank card;;З картки іншого банку;;;
TRNS0030;transfers;neutral;С карты другого банка;;From the other bank card;;З картки іншого банку;;;
TRNS0031;transfers;business;Неверный лимит;;Invalid limit;;Неправильний ліміт;;;
TRNS0031;transfers;neutral;Неверный лимит;;Invalid limit;;Неправильний ліміт;;;
TRNS0031;transfers;friendly;Неверный лимит;;Invalid limit;;Неправильний ліміт;;;
TRNS0032;transfers;friendly;Не получится перевести с этого счета;;You can't transfer from this account;;Не вийде переказати з цього рахунку;;;
TRNS0032;transfers;neutral;Невозможно перевести с этого счета;;Unfortunately, it is not possible to transfer from this account;;Неможливо переказати з цього рахунку;;;
TRNS0032;transfers;business;Невозможно перевести с этого счета;;It is not possible to transfer from this account;;Неможливо переказати з цього рахунку;;;
TRNS0033;transfers;neutral;Оплата услуг;;Payment for services;;Оплата послуг;;;
TRNS0033;transfers;friendly;Оплата услуг;;Payment for services;;Оплата послуг;;;
TRNS0033;transfers;business;Оплата услуг;;Payment for services;;Оплата послуг;;;
TRNS0034;transfers;friendly;Кому переводишь?;;To whom are you transfering?;;Кому переказуєш?;;;
TRNS0034;transfers;business;Укажите получателя;;Please enter beneficiary;;Вкажіть отримувача;;;
TRNS0034;transfers;neutral;Укажи получателя;;Enter beneficiary;;Вкажи отримувача;;;
TRNS0035;transfers;neutral;Между своими счетами;;Between my accounts;;Між своїми рахунками;;;
TRNS0035;transfers;business;Между своими счетами;;Between my accounts;;Між своїми рахунками;;;
TRNS0035;transfers;friendly;Между своими счетами;;Between my accounts;;Між своїми рахунками;;;
TRNS0036;transfers;friendly;Номер телефона;;Phone number;;Номер телефону;;;
TRNS0036;transfers;neutral;Номер телефона;;Phone number;;Номер телефону;;;
TRNS0036;transfers;business;Номер телефона;;Phone number;;Номер телефону;;;
TRNS0037;transfers;neutral;С другой карты;;From another card;;З іншої картки;;;
TRNS0037;transfers;business;С другой карты;;From another card;;З іншої картки;;;
TRNS0037;transfers;friendly;С другой карты;;From another card;;З іншої картки;;;
TRNS0038;transfers;neutral;Недостаточно денег;;Non-sufficient funds;;Недостатньо грошей;;;
TRNS0038;transfers;friendly;Не хватает денег;;Not enough money;;Не вистачає грошей;;;
TRNS0038;transfers;business;Недостаточно денег;;Non-sufficient funds;;Недостатньо грошей;;;
TRNS0039;transfers;neutral;Ты можешь создать шаблон и добавить его на рабочий стол;;You can create template and add it to your desktop;;Ти можеш створити шаблон і додати його на робочий стіл;;;
TRNS0039;transfers;friendly;Создай шаблон на рабочем столе, чтобы переводить еще быстрее;;Create template on your desktop to transfer even faster;;Створи шаблон на робочому столі, щоб переказувати ще швидше;;;
TRNS0039;transfers;business;Вы можете создать шаблон и добавить его на рабочий стол;;Template can be created and added to your desktop;;Ви можете створити шаблон і додати його на робочий стіл;;;
TRNS0040;transfers;neutral;Получить квитанцию;;Get a receipt;;Отримати квитанцію;;;
TRNS0040;transfers;business;Получить квитанцию;;Get a receipt;;Отримати квитанцію;;;
TRNS0040;transfers;friendly;Получить квитанцию;;Get a receipt;;Отримати квитанцію;;;
TRNS0041;transfers;friendly;Сколько переводишь?;;How much are you transferring?;;Скільки переказуєш?;;;
TRNS0041;transfers;neutral;Укажи сумму перевода;;Enter amount of transfer;;Вкажи суму переказу;;;
TRNS0041;transfers;business;Укажите сумму перевода;;Please enter amount of transfer;;Вкажіть суму переказу;;;
TRNS0042;transfers;neutral;Номер телефона не принадлежит клиенту Альфа-Банка;;Phone number does not belong to the Alfa-Bank customer;;Номер телефону не належить клієнту Альфа-Банку;;;
TRNS0042;transfers;business;Номер телефона не принадлежит клиенту Альфа-Банка;;Phone number does not belong to the Alfa-Bank customer;;Номер телефону не належить клієнту Альфа-Банку;;;
TRNS0042;transfers;friendly;В Альфе нет клиента с таким номером!;;Alfa has no customer with such number!;;В Альфі немає клієнта з таким номером!;;;
TRNS0043;transfers;neutral;Укажи способ пополнения;;Specify method of adding funds;;Вкажи спосіб поповнення;;;
TRNS0043;transfers;business;Укажите способ пополнения;;Please specify method of replenishment;;Вкажіть спосіб поповнення;;;
TRNS0043;transfers;friendly;Как пополняешь?;;How do you top up?;;Як поповнюєш? ;;;
TRNS0044;transfers;neutral;Коммунальные платежи, оплата мобильного и т.п.;;Utility bills, mobile payments, etc.;;Комунальні платежі, оплата мобільного тощо;;;
TRNS0044;transfers;business;Коммунальные платежи, оплата мобильного и т.п.;;Paying for utilities, mobile phone , etc.;;Комунальні платежі, оплата мобільного тощо;;;
TRNS0044;transfers;friendly;Коммуналка, мобильный и т.п.;;Utility bills, mobile phone, etc.;;Комуналка, мобільний тощо;;;
TRNS0045;transfers;business;Между своими счетами;;Between my accounts;;Між своїми рахунками;;;
TRNS0045;transfers;neutral;Между своими счетами;;Between my accounts;;Між своїми рахунками;;;
TRNS0045;transfers;friendly;Между своими счетами;;Between my accounts;;Між своїми рахунками;;;
DSKT0001;desktop;neutral;Не удалось загрузить изображение. Попробуй еще раз или напиши в чат;;Failed to load image. Try again or contact chat;;Не вдалося завантажити зображення. Спробуй ще раз або напиши в чат;;;
DSKT0001;desktop;friendly;Картинка не загрузилась. Попробуй еще раз или узнай причину в чате!;;Picture was not loaded. Try again or find out the reason in the chat!;;Картинка не завантажилася. Спробуй ще раз або дізнайся причину в чаті!;;;
DSKT0001;desktop;business;Не удалось загрузить изображение. Попробуйте еще раз или напишите в чат;;Failed to load image. Please try again or contact chat;;Не вдалося завантажити зображення. Спробуйте ще раз або напишіть в чат;;;
DSKT0002;desktop;friendly;Мои шаблоны;;My templates;;Мої шаблони;;;
DSKT0002;desktop;neutral;Мои шаблоны;;My templates;;Мої шаблони;;;
DSKT0002;desktop;business;Мои шаблоны;;My templates;;Мої шаблони;;;
DSKT0003;desktop;business;Обновите главный экран свайпом вниз. Ошибка повторяется? Напишите об этом в чат!;;Please refresh home screen by swiping down. Does the error repeat? Please contact chat!;;Оновіть головний екран свайпом донизу. Помилка повторюється? Напишіть про це в чат!;;;
DSKT0003;desktop;friendly;Обнови экран свайпом вниз. Все еще ошибка? Делать нечего, беги в чат:(;;Refresh the screen by swiping down. Still a bug? It can`t be helped, contact chat :(;;Онови екран свайпом донизу. Все ще помилка? Нічого не вдієш, біжи в чат:(;;;
DSKT0003;desktop;neutral;Обнови главный экран свайпом вниз. Ошибка повторяется? Напиши об этом в чат!;;Refresh the home screen by swiping down. Does the error repeat? Contact chat!;;Онови головний екран свайпом донизу. Помилка повторюється? Напиши про це в чат!;;;
DSKT0004;desktop;business;Удалить папку с ярлыками с рабочего стола;;Delete shortcut folder from desktop;;Видалити папку з ярликами з робочого столу;;;
DSKT0004;desktop;friendly;Удалить папку с ярлыками с рабочего стола;;Delete shortcut folder from desktop;;Видалити папку з ярликами з робочого столу;;;
DSKT0004;desktop;neutral;Удалить папку с ярлыками с рабочего стола;;Delete shortcut folder from desktop;;Видалити папку з ярликами з робочого столу;;;
DSKT0005;desktop;business;Удалить папку, ярлыки переместить на рабочий стол;;Delete folder, move shortcuts to desktop;;Видалити папку, ярлики перемістити на робочий стіл;;;
DSKT0005;desktop;neutral;Удалить папку, ярлыки переместить на рабочий стол;;Delete folder, move shortcuts to desktop;;Видалити папку, ярлики перемістити на робочий стіл;;;
DSKT0005;desktop;friendly;Удалить папку, ярлыки переместить на рабочий стол;;Delete folder, move shortcuts to desktop;;Видалити папку, ярлики перемістити на робочий стіл;;;
DSKT0006;desktop;business;Удаление папки;;Folder deleting;;Видалення папки;;;
DSKT0006;desktop;neutral;Удаление папки;;Folder deleting;;Видалення папки;;;
DSKT0006;desktop;friendly;Удаление папки;;Folder deleting;;Видалення папки;;;
DSKT0007;desktop;neutral;Удалить ярлык с рабочего стола;;Delete shortcut from desktop;;Видалити ярлик з робочого столу;;;
DSKT0007;desktop;friendly;Удалить ярлык с рабочего стола;;Delete shortcut from desktop;;Видалити ярлик з робочого столу;;;
DSKT0007;desktop;business;Удалить ярлык с рабочего стола;;Delete shortcut from desktop;;Видалити ярлик з робочого столу;;;
DSKT0008;desktop;neutral;Мои счета;;My accounts;;Мої рахунки;;;
DSKT0008;desktop;friendly;Мои счета;;My accounts;;Мої рахунки;;;
DSKT0008;desktop;business;Мои счета;;My accounts;;Мої рахунки;;;
DSKT0009;desktop;business;Удаление ярлыка;;Shortcut deleting;;Видалення ярлика;;;
DSKT0009;desktop;friendly;Удаление ярлыка;;Shortcut deleting;;Видалення ярлика;;;
DSKT0009;desktop;neutral;Удаление ярлыка;;Shortcut deleting;;Видалення ярлика;;;
DSKT0010;desktop;neutral;История;;History;;Історія;;;
DSKT0010;desktop;business;История;;History;;Історія;;;
DSKT0010;desktop;friendly;История;;History;;Історія;;;
DSKT0011;desktop;neutral;Больше не спрашивать;;Don't ask again;;Більше не запитувати про це;;;
DSKT0011;desktop;business;Больше не спрашивать;;Do not ask again;;Більше не запитувати про це;;;
DSKT0011;desktop;friendly;Больше не спрашивать;;Don't ask again;;Більше не запитувати про це;;;
DSKT0012;desktop;neutral;Редактировать рабочий стол;;Adjust desktop;;Редагувати робочий стіл;;;
DSKT0012;desktop;business;Редактировать рабочий стол;;Adjust desktop;;Редагувати робочий стіл;;;
DSKT0012;desktop;friendly;Редактировать рабочий стол;;Adjust desktop;;Редагувати робочий стіл;;;
DSKT0013;desktop;neutral;Мы не смогли отобразить некоторые твои продукты;;We failed to display some of your products;;Ми не змогли відобразити деякі твої продукти;;;
DSKT0013;desktop;friendly;Не все твои продукты получилось показать. Сорян:(;;Not all of your products were shown. Sorry!:(;;Не всі твої продукти вийшло показати. Сорян:(;;;
DSKT0013;desktop;business;Мы не смогли отобразить некоторые ваши продукты.;;We are sorry, some of your products failed to be displayed.;;Ми не змогли відобразити деякі ваші продукти;;;
DSKT0014;desktop;neutral;Сменить обои рабочего стола;;Change desktop wallpaper;;Змінити шпалери робочого столу;;;
DSKT0014;desktop;friendly;Сменить обои рабочего стола;;Change desktop wallpaper;;Змінити шпалери робочого столу;;;
DSKT0014;desktop;business;Сменить обои рабочего стола;;Change desktop wallpaper;;Змінити шпалери робочого столу;;;
DSKT0015;desktop;friendly;Галерея;;Gallery;;Галерея;;;
DSKT0015;desktop;neutral;Галерея;;Gallery;;Галерея;;;
DSKT0015;desktop;business;Галерея;;Gallery;;Галерея;;;
DSKT0016;desktop;friendly;Чтобы создать папку заново, сделай свайп вверх на рабочем столе;;To create new folder, swipe up on desktop;;Щоб створити папку заново, зроби свайп догори на робочому столі;;;
DSKT0016;desktop;neutral;Папку всегда можно создать заново в "Редактировании рабочего стола";;New folder can always be created in "Adjust Desktop";;Папку завжди можна створити заново в "Редагуванні робочого столу";;;
DSKT0016;desktop;business;Папку всегда можно создать заново в "Редактировании рабочего стола";;New folder can always be created in "Adjust Desktop";;Папку завжди можна створити заново в "Редагуванні робочого столу";;;
DSKT0017;desktop;friendly;Попробовать еще раз;;Try again;;Спробувати ще раз;;;
DSKT0017;desktop;business;Попробовать еще раз;;Try again;;Спробувати ще раз;;;
DSKT0017;desktop;neutral;Попробовать еще раз;;Try again;;Спробувати ще раз;;;
DSKT0018;desktop;neutral;Перевод/Платеж;;Transfer/Payment;;Переказ/Платіж;;;
DSKT0018;desktop;business;Перевод/Платеж;;Transfer/Payment;;Переказ/Платіж;;;
DSKT0018;desktop;friendly;Перевод/Платеж;;Transfer/Payment;;Переказ/Платіж;;;
